Acedamic percentage in 10th,percentage in 12th,Logical quotient rating,hackathons,coding skills rating,public speaking points,self-learning capability?,Extra-courses did,certifications,workshops,Interested subjects,interested career area,Suggested Job Role
70,70,8,6,2,7,yes,yes,python,database security,IOT,Business process analyst,Database Developer
70,72,5,5,4,8,yes,yes,machine learning,data science,data engineering,security,Database Developer
70,63,5,6,7,9,yes,no,python,data science,Computer Architecture,Business process analyst,Database Developer
70,62,4,4,2,5,no,yes,machine learning,system designing,networks,cloud computing,Database Developer
70,62,5,4,3,9,yes,yes,machine learning,system designing,programming,developer,Database Developer
70,68,8,2,7,2,no,no,app development,testing,hacking,Business process analyst,Database Developer
78,72,2,5,8,5,yes,yes,machine learning,system designing,networks,testing,Database Developer
78,80,5,1,6,1,yes,no,python,database security,Computer Architecture,developer,Database Developer
78,65,7,3,1,9,no,no,information security,system designing,hacking,system developer,Database Developer
78,70,5,6,2,7,yes,yes,python,hacking,hacking,testing,Database Developer
78,78,1,5,1,7,no,no,app development,web technologies,cloud computing,testing,Database Developer
78,60,3,0,1,6,no,yes,app development,hacking,parallel computing,system developer,Database Developer
78,75,2,4,6,2,yes,no,hadoop,hacking,hacking,Business process analyst,Database Developer
78,77,4,5,5,6,no,yes,r programming,hacking,Software Engineering,security,Database Developer
78,71,1,5,5,9,no,yes,hadoop,database security,hacking,developer,Database Developer
78,79,1,6,7,4,no,no,shell programming,hacking,IOT,system developer,Database Developer
78,74,6,3,9,9,no,yes,r programming,hacking,data engineering,testing,Database Developer
78,76,9,0,7,2,yes,yes,hadoop,data science,Software Engineering,Business process analyst,Database Developer
78,82,3,1,7,8,no,yes,hadoop,web technologies,IOT,system developer,Database Developer
78,85,1,2,7,8,no,no,shell programming,game development,cloud computing,testing,Database Developer
78,63,1,3,3,7,no,no,r programming,database security,Management,developer,Database Developer
78,79,7,5,6,1,no,yes,app development,data science,Management,cloud computing,Database Developer
78,73,9,0,8,9,yes,yes,shell programming,database security,networks,developer,Database Developer
78,69,5,0,9,8,yes,yes,hadoop,database security,data engineering,cloud computing,Database Developer
78,75,1,6,1,6,yes,no,distro making,testing,IOT,developer,Database Developer
78,70,8,5,8,1,yes,yes,hadoop,testing,IOT,system developer,Database Developer
78,72,6,4,7,5,no,no,hadoop,database security,hacking,developer,Database Developer
78,63,2,2,9,1,no,yes,r programming,data science,Software Engineering,testing,Database Developer
78,62,2,3,7,3,no,no,full stack,cloud computing,programming,security,Database Developer
78,62,5,3,8,3,no,no,shell programming,data science,IOT,testing,Database Developer
78,68,5,3,3,7,yes,yes,app development,testing,Software Engineering,system developer,Database Developer
82,72,6,5,8,7,no,no,machine learning,data science,cloud computing,Business process analyst,Database Developer
82,80,6,1,2,3,yes,no,full stack,testing,cloud computing,cloud computing,Database Developer
82,65,8,6,9,2,yes,no,information security,cloud computing,IOT,developer,Database Developer
82,70,8,1,7,1,yes,yes,machine learning,data science,hacking,cloud computing,Database Developer
82,78,1,3,7,7,yes,yes,information security,cloud computing,IOT,system developer,Database Developer
82,60,4,1,9,5,yes,yes,distro making,game development,data engineering,Business process analyst,Database Developer
82,75,5,3,8,2,yes,no,information security,cloud computing,cloud computing,cloud computing,Database Developer
82,77,6,0,2,8,yes,no,information security,system designing,Management,testing,Database Developer
82,71,9,0,4,3,no,no,hadoop,game development,Software Engineering,security,Database Developer
82,79,9,2,2,2,no,yes,full stack,hacking,IOT,system developer,Database Developer
82,74,4,6,1,5,no,no,distro making,web technologies,Computer Architecture,developer,Database Developer
82,76,4,5,3,6,no,no,r programming,data science,Software Engineering,cloud computing,Database Developer
82,82,6,1,7,8,yes,no,r programming,cloud computing,parallel computing,security,Database Developer
82,85,3,1,5,7,yes,yes,information security,testing,parallel computing,Business process analyst,Database Developer
82,63,3,3,7,2,yes,yes,shell programming,testing,networks,testing,Database Developer
82,79,4,1,2,9,no,no,app development,game development,networks,cloud computing,Database Developer
82,73,8,4,4,7,yes,no,shell programming,game development,Management,testing,Database Developer
82,69,5,1,2,6,no,yes,app development,system designing,Computer Architecture,developer,Database Developer
82,75,4,6,3,3,yes,yes,full stack,database security,Software Engineering,Business process analyst,Database Developer
82,70,5,1,8,9,no,no,information security,web technologies,programming,Business process analyst,Database Developer
82,72,9,3,4,5,yes,yes,full stack,data science,Software Engineering,Business process analyst,Database Developer
82,63,3,1,6,2,yes,yes,python,web technologies,cloud computing,security,Database Developer
68,62,3,4,2,3,no,yes,r programming,system designing,data engineering,system developer,Database Developer
72,62,5,5,4,3,yes,no,shell programming,database security,data engineering,Business process analyst,Database Developer
75,68,7,5,1,6,yes,no,hadoop,hacking,programming,Business process analyst,Database Developer
77,72,3,2,5,3,yes,yes,full stack,hacking,cloud computing,security,Database Developer
79,80,9,2,2,2,yes,yes,shell programming,cloud computing,Software Engineering,security,Database Developer
82,65,4,4,5,8,no,yes,r programming,cloud computing,programming,Business process analyst,Database Developer
85,70,7,0,9,9,no,no,hadoop,testing,networks,testing,Database Developer
63,78,9,2,6,4,yes,no,python,data science,hacking,testing,Database Developer
73,60,4,0,7,5,no,yes,r programming,data science,data engineering,system developer,Database Developer
69,75,5,0,5,4,no,yes,machine learning,system designing,Software Engineering,developer,Database Developer
70,77,2,2,7,1,yes,yes,r programming,testing,data engineering,security,Database Developer
62,71,2,4,4,4,yes,no,full stack,web technologies,parallel computing,security,Database Developer
88,79,1,3,3,5,no,no,app development,web technologies,programming,security,Database Developer
90,74,8,1,4,1,yes,no,machine learning,cloud computing,Computer Architecture,Business process analyst,Database Developer
91,76,3,6,8,4,no,yes,shell programming,hacking,Management,testing,Database Developer
92,82,2,3,7,2,yes,yes,shell programming,hacking,data engineering,Business process analyst,Database Developer
93,85,3,6,9,5,no,yes,full stack,cloud computing,Management,security,Database Developer
68,63,2,1,5,3,no,yes,distro making,testing,hacking,cloud computing,Database Developer
72,79,9,2,1,1,no,no,python,web technologies,IOT,developer,Database Developer
75,73,5,2,2,6,no,no,hadoop,cloud computing,Computer Architecture,security,Database Developer
77,69,4,6,8,5,no,yes,full stack,hacking,networks,security,Database Developer
79,75,2,4,5,5,no,yes,shell programming,game development,data engineering,system developer,Database Developer
82,70,2,5,6,5,yes,no,r programming,web technologies,networks,developer,Database Developer
85,72,2,6,6,1,yes,no,information security,web technologies,IOT,testing,Database Developer
63,63,9,2,8,1,yes,no,python,data science,parallel computing,testing,Database Developer
73,62,7,1,6,9,no,no,hadoop,database security,Software Engineering,system developer,Database Developer
69,62,3,5,5,5,no,yes,full stack,hacking,cloud computing,testing,Database Developer
70,68,4,1,3,2,yes,yes,full stack,game development,networks,security,Database Developer
62,72,7,3,3,1,no,no,full stack,hacking,Computer Architecture,developer,Database Developer
88,75,2,5,7,7,no,yes,information security,game development,data engineering,testing,Database Developer
90,77,3,6,1,1,yes,no,distro making,cloud computing,Computer Architecture,Business process analyst,Database Developer
91,79,9,2,3,4,no,yes,r programming,data science,networks,security,Database Developer
92,82,7,4,6,7,yes,yes,python,web technologies,programming,developer,Database Developer
93,85,7,5,1,2,no,yes,shell programming,data science,cloud computing,Business process analyst,Database Developer
68,63,7,3,4,6,no,no,r programming,hacking,cloud computing,Business process analyst,Database Developer
72,73,9,6,8,2,no,yes,r programming,data science,cloud computing,testing,Database Developer
75,69,1,1,6,3,no,no,distro making,data science,cloud computing,security,Database Developer
77,70,3,4,1,8,no,no,app development,data science,programming,system developer,Database Developer
79,62,4,5,3,4,no,no,distro making,web technologies,Computer Architecture,testing,Database Developer
82,88,3,4,6,9,yes,no,full stack,game development,IOT,security,Database Developer
85,90,9,5,9,8,yes,yes,r programming,testing,Software Engineering,system developer,Database Developer
63,91,3,3,4,2,no,no,full stack,testing,data engineering,security,Database Developer
73,92,2,4,1,5,yes,no,python,cloud computing,Software Engineering,developer,Database Developer
69,93,7,5,5,6,yes,no,hadoop,data science,hacking,Business process analyst,Database Developer
70,68,3,3,5,4,yes,yes,machine learning,game development,parallel computing,security,Database Developer
62,72,2,0,6,1,no,no,hadoop,hacking,IOT,system developer,Database Developer
88,75,9,6,4,9,no,no,python,hacking,programming,security,Database Developer
90,77,8,0,7,2,yes,yes,python,testing,Computer Architecture,Business process analyst,Database Developer
91,79,6,6,3,9,yes,no,machine learning,hacking,Computer Architecture,Business process analyst,Database Developer
92,82,1,0,6,8,no,yes,machine learning,hacking,IOT,Business process analyst,Database Developer
93,85,7,1,9,6,no,yes,information security,game development,networks,cloud computing,Database Developer
68,63,6,6,9,7,yes,no,shell programming,hacking,networks,security,Database Developer
72,73,8,6,7,9,no,no,hadoop,cloud computing,Computer Architecture,security,Database Developer
75,69,1,1,6,2,no,yes,app development,hacking,IOT,Business process analyst,Database Developer
77,70,6,0,6,3,yes,yes,hadoop,database security,programming,security,Database Developer
79,62,1,2,1,2,no,no,r programming,testing,IOT,developer,Database Developer
82,88,1,4,3,2,yes,no,information security,data science,parallel computing,system developer,Database Developer
85,90,8,2,5,2,no,no,hadoop,web technologies,Software Engineering,cloud computing,Database Developer
63,91,6,4,8,4,yes,no,python,cloud computing,parallel computing,testing,Database Developer
73,92,3,3,9,7,no,yes,machine learning,data science,programming,system developer,Database Developer
69,93,8,6,2,1,no,no,full stack,cloud computing,IOT,developer,Database Developer
70,68,5,0,8,8,yes,no,r programming,game development,Management,Business process analyst,Database Developer
62,72,2,5,2,1,no,no,machine learning,database security,networks,system developer,Database Developer
88,75,9,1,7,9,no,no,distro making,data science,parallel computing,Business process analyst,Database Developer
90,77,6,0,7,4,yes,no,python,cloud computing,Software Engineering,cloud computing,Database Developer
91,79,5,6,3,3,yes,no,machine learning,data science,Management,Business process analyst,Database Developer
92,82,7,4,1,7,no,no,shell programming,cloud computing,hacking,system developer,Database Developer
93,85,4,6,5,4,yes,no,hadoop,game development,Management,system developer,Database Developer
